#        St             St-Stc         efficiency   
   0.604323799413   0.000010000000   0.000988775562 
   0.604325032654   0.000011233240   0.001047973521 
   0.604326417982   0.000012618569   0.001110715548 
   0.604327974155   0.000014174742   0.001177214028 
   0.604329722241   0.000015922828   0.001247693793 
   0.604331685908   0.000017886495   0.001322393184 
   0.604333891743   0.000020092330   0.001401564853 
   0.604336369610   0.000022570197   0.001485476545 
   0.604339153058   0.000025353645   0.001574412073 
   0.604342279772   0.000028480359   0.001668672206 
   0.604345792085   0.000031992671   0.001768575755 
   0.604349737550   0.000035938137   0.001874460605 
   0.604354169586   0.000040370173   0.001986684844 
   0.604359148198   0.000045348785   0.002105628064 
   0.604364740793   0.000050941380   0.002231692529 
   0.604371023090   0.000057223677   0.002365304631 
   0.604378080144   0.000064280731   0.002506916251 
   0.604386007503   0.000072208090   0.002657006389 
   0.604394912496   0.000081113083   0.002816082682 
   0.604404915689   0.000091116276   0.002984683181 
   0.604416152515   0.000102353102   0.003163378176 
   0.604428775113   0.000114975700   0.003352772088 
   0.604442954380   0.000129154967   0.003553505552 
   0.604458882291   0.000145082878   0.003766257582 
   0.604476774497   0.000162975083   0.003991747840 
   0.604496873241   0.000183073828   0.004230739136 
   0.604519450644   0.000205651231   0.004484039964 
   0.604544812383   0.000231012970   0.004752507210 
   0.604573301834   0.000259502421   0.005037049179 
   0.604605304719   0.000291505306   0.005338628567 
   0.604641254329   0.000327454916   0.005658265748 
   0.604681637390   0.000367837977   0.005997042291 
   0.604727000653   0.000413201240   0.006356104562 
   0.604777958297   0.000464158883   0.006736667684 
   0.604835200242   0.000521400829   0.007140019623 
   0.604899501495   0.000585702082   0.007567525591 
   0.604971732638   0.000657933225   0.008020632700 
   0.605052871617   0.000739072203   0.008500874874 
   0.605144016981   0.000830217568   0.009009878095 
   0.605246402760   0.000932603347   0.009549365939 
   0.605361415166   0.001047615753   0.010121165472 
   0.605490611366   0.001176811952   0.010727213493 
   0.605635740562   0.001321941148   0.011369563158 
   0.605798767675   0.001484968262   0.012050391008 
   0.605981899950   0.001668100537   0.012772004438 
   0.606187616836   0.001873817423   0.013536849604 
   0.606418703558   0.002104904145   0.014347519821 
   0.606678288826   0.002364489413   0.015206764476 
   0.606969887196   0.002656087783   0.016117498467 
   0.607297446653   0.002983647240   0.017082812218 
   0.607665402064   0.003351602651   0.018105982295 
   0.608078735220   0.003764935807   0.019190482633 
   0.608543042288   0.004229242874   0.020339996431 
   0.609064609575   0.004750810162   0.021558428699 
   0.609650498644   0.005336699231   0.022849919512 
   0.610308641916   0.005994842503   0.024218857946 
   0.611047950071   0.006734150658   0.025669896698 
   0.611878432689   0.007564633276   0.027207967389 
   0.612811333772   0.008497534359   0.028838296448 
   0.613859283980   0.009545484567   0.030566421542 
   0.615036471633   0.010722672220   0.032398208391 
   0.616358834816   0.012045035403   0.034339867771 
   0.617844277159   0.013530477746   0.036397972417 
   0.619512910243   0.015199110830   0.038579473454 
   0.621387325888   0.017073526475   0.040891715787 
   0.623492902030   0.019179102617   0.043342451733 
   0.625858146314   0.021544346900   0.045939851940 
   0.628515082061   0.024201282648   0.048692512305 
   0.631499681841   0.027185882427   0.051609455259 
   0.634852354502   0.030538555088   0.054700123324 
   0.638618492276   0.034304692863   0.057974362253 
   0.642849085350   0.038535285937   0.061442390468 
   0.647601412224   0.043287612811   0.065114750678 
   0.652939815214   0.048626015801   0.069002238774 
   0.658936571590   0.054622772177   0.073115804128 
   0.665672872147   0.061359072734   0.077466414544 
   0.673239920457   0.068926121043   0.082064878252 
   0.681740167681   0.077426368268   0.086921614678 
   0.691288699675   0.086974900262   0.092046365516 
   0.702014795143   0.097700995730   0.097447837902 
   0.714063675963   0.109749876549   0.103133272728 
   0.727598473357   0.123284673944   0.109107933442 
   0.742802436553   0.138488637139   0.115374514353 
   0.759881413806   0.155567614393   0.121932472758 
   0.779066639414   0.174752840001   0.128777295969 
   0.800617864417   0.196304065004   0.135902584581 
   0.824826873404   0.220513073990   0.143335791362 
   0.852021435012   0.247707635599   0.151089837963 
   0.882569739634   0.278255940221   0.159160531008 
   0.916885384382   0.312571584969   0.167536193374 
   0.955432972835   0.351119173422   0.176198197723 
   0.998734405357   0.394420605944   0.185120945841 
   1.047375945172   0.443062145758   0.194272135397 
   1.102016155846   0.497702356433   0.203614066488 
   1.163394817664   0.559081018251   0.213101766464 
   1.232342943597   0.628029144183   0.222688645565 
   1.309794030485   0.705480231072   0.232321183875 
   1.396796697767   0.792482898354   0.241945440165 
   1.494528884858   0.890215085445   0.251507233503 
   1.604313799413   1.000000000000   0.260951769567 
