# St           St-Stc         efficiency
0.758860824466 0.001000000000 0.003725811839
0.759194345898 0.001333521432 0.004302784801
0.759639103876 0.001778279410 0.004969194531
0.760232198171 0.002371373706 0.005738988519
0.761023102126 0.003162277660 0.006628289819
0.762077789500 0.004216965034 0.007655754685
0.763484237718 0.005623413252 0.008843049407
0.765359766559 0.007498942093 0.010215327144
0.767860824466 0.010000000000 0.011801734567
0.771196038787 0.013335214322 0.013636246324
0.775643618566 0.017782794100 0.015758410096
0.781574561522 0.023713737057 0.018214121461
0.789483601067 0.031622776602 0.021056607366
0.800030474809 0.042169650343 0.024347171187
0.814094956985 0.056234132519 0.028155401349
0.832850245399 0.074989420933 0.032557949424
0.857860824466 0.100000000000 0.037635222077
0.891212967682 0.133352143216 0.043463364244
0.935688765470 0.177827941004 0.050099387765
0.994998195032 0.237137370566 0.057560727000
1.074088590483 0.316227766017 0.065920725465
1.179557327894 0.421696503429 0.075207903981
1.320202149656 0.562341325190 0.085305169225
1.507755033798 0.749894209332 0.095979467034
1.757860824466 1.000000000000 0.106903061271
