#        St             St-Stc         efficiency   
   0.125847325773   0.000010000000   0.179570467783 
   0.125849974325   0.000012648552   0.179593637864 
   0.125853324360   0.000015998587   0.179622938338 
   0.125857561670   0.000020235896   0.179659993436 
   0.125862921252   0.000025595479   0.179706848666 
   0.125869700349   0.000032374575   0.179766092104 
   0.125878274924   0.000040949151   0.179840995547 
   0.125889120520   0.000051794747   0.179935684575 
   0.125902838629   0.000065512856   0.180055369054 
   0.125920190050   0.000082864277   0.180206618855 
   0.125942137086   0.000104811313   0.180397712708 
   0.125969896910   0.000132571137   0.180639081223 
   0.126005009067   0.000167683294   0.180943832792 
   0.126049420862   0.000212095089   0.181328435748 
   0.126105595353   0.000268269580   0.181813526997 
   0.126176647950   0.000339322177   0.182424913427 
   0.126266519199   0.000429193426   0.183194765732 
   0.126380193317   0.000542867544   0.184163043924 
   0.126523974618   0.000686648845   0.185379139327 
   0.126705837147   0.000868511374   0.186903758621 
   0.126935866915   0.001098541142   0.188810961893 
   0.127226821267   0.001389495494   0.191190282341 
   0.127594836398   0.001757510625   0.194148759556 
   0.128060322256   0.002222996483   0.197812590025 
   0.128649094471   0.002811768698   0.202328044283 
   0.129393806079   0.003556480306   0.207861126764 
   0.130335758442   0.004498432669   0.214595435911 
   0.131527191802   0.005689866029   0.222727601838 
   0.133034182503   0.007196856730   0.232459811757 
   0.134940307553   0.009102981780   0.243989137843 
   0.137351279766   0.011513953993   0.257493738191 
   0.140400810548   0.014563484775   0.273116409974 
   0.144258025466   0.018420699693   0.290946456569 
   0.149136843878   0.023299518105   0.311001285595 
   0.155307842799   0.029470517026   0.333209613950 
   0.163113262976   0.037275937203   0.357398623434 
   0.172985989408   0.047148663635   0.383287768118 
   0.185473558939   0.059636233166   0.410491948710 
   0.201268526407   0.075431200634   0.438536081238 
   0.221246873408   0.095409547635   0.466881442505 
   0.246516589837   0.120679264064   0.494961748079 
   0.278479122491   0.152641796718   0.522224402285 
   0.318907098661   0.193069772888   0.548170755959 
   0.370042635228   0.244205309455   0.572389237285 
   0.434721685421   0.308884359648   0.594576912224 
   0.516531319479   0.390693993705   0.614547692236 
   0.620008661905   0.494171336132   0.632228073298 
   0.750892518300   0.625055192527   0.647643214982 
   0.916441646864   0.790604321091   0.660897052117 
   1.125837325773   1.000000000000   0.672150089800 
